value	time
6.281247165532879	1377244506.794737
6.54390022675737	1377244506.898609
6.640204081632653	1377244506.994899
6.741292517006802	1377244507.095995
6.840136054421769	1377244507.194835
6.940612244897959	1377244507.295265
7.04047619047619	1377244507.395149
7.140453514739229	1377244507.495221
7.24063492063492	1377244507.59541
7.35625850340136	1377244507.710992
7.440340136054422	1377244507.795081
7.540748299319728	1377244507.895482
7.64079365079365	1377244507.995466
7.741247165532879	1377244508.095888
7.841156462585034	1377244508.195787
7.940022675736961	1377244508.294706
8.04063492063492	1377244508.39531
8.140952380952381	1377244508.49563
8.240294784580499	1377244508.59497
8.340566893424036	1377244508.69526
8.440861678004536	1377244508.795564